Order ID,Production Start Date,Completion Date,Delays (days),Issues
O002006,2023-08-12,2023-08-16,0,Machine Breakdown
O002007,2023-04-07,2023-04-17,4,Machine Breakdown
O002008,2023-06-14,2023-06-15,2,None
O002009,2023-11-24,2023-12-03,2,None
O002010,2023-08-21,2023-08-29,1,Material Shortage
O002011,2023-06-30,2023-07-05,1,Machine Breakdown
O002012,2023-04-05,2023-04-06,1,Machine Breakdown
O002013,2023-03-24,2023-03-25,1,Quality Issue
O002014,2023-06-26,2023-07-06,2,Machine Breakdown
O002015,2023-09-21,2023-09-24,1,Material Shortage
O002016,2023-12-02,2023-12-04,4,Material Shortage
O002017,2023-10-30,2023-11-08,1,Machine Breakdown
O002018,2023-11-11,2023-11-13,1,Quality Issue
O002019,2023-09-15,2023-09-23,4,Quality Issue
O002020,2023-10-30,2023-11-01,4,Material Shortage
O002021,2023-05-17,2023-05-19,3,None
O002022,2023-08-24,2023-08-26,0,Quality Issue
O002023,2023-04-26,2023-05-01,1,Machine Breakdown
O002024,2023-07-08,2023-07-10,0,Material Shortage
O002025,2023-12-24,2023-12-28,1,None
O002026,2023-10-19,2023-10-25,2,Machine Breakdown
O002027,2023-10-24,2023-10-30,0,None
O002028,2023-06-26,2023-07-01,2,None
O002029,2023-01-18,2023-01-26,0,Machine Breakdown
O002030,2023-04-27,2023-05-06,3,Machine Breakdown
O002031,2023-07-17,2023-07-20,1,None
O002032,2023-08-14,2023-08-23,3,None
O002033,2023-02-22,2023-03-02,0,Machine Breakdown
O002034,2023-07-22,2023-07-28,3,Machine Breakdown
O002035,2023-10-28,2023-10-31,0,None
O002036,2023-09-14,2023-09-16,3,None
O002037,2023-05-02,2023-05-03,0,None
O002038,2023-09-27,2023-10-01,0,Quality Issue
O002039,2023-11-02,2023-11-06,2,Material Shortage
O002040,2023-02-09,2023-02-11,0,None
O002041,2023-04-09,2023-04-19,4,Quality Issue
O002042,2023-01-17,2023-01-23,4,Material Shortage
O002043,2023-06-27,2023-06-29,1,Quality Issue
O002044,2023-10-30,2023-11-06,3,Machine Breakdown
O002045,2023-09-21,2023-09-30,4,Material Shortage
O002046,2023-03-10,2023-03-12,4,Machine Breakdown
O002047,2023-06-12,2023-06-16,1,Material Shortage
O002048,2023-12-15,2023-12-21,2,Material Shortage
O002049,2023-05-09,2023-05-17,2,None
O002050,2023-05-06,2023-05-12,4,Machine Breakdown
O002051,2023-11-12,2023-11-14,2,Quality Issue
O002052,2023-08-09,2023-08-10,4,Machine Breakdown
O002053,2023-05-25,2023-06-01,3,Machine Breakdown
O002054,2023-12-20,2023-12-21,4,Material Shortage
O002055,2023-01-15,2023-01-19,2,Material Shortage
O002056,2023-12-21,2023-12-26,2,Material Shortage
O002057,2023-02-21,2023-02-22,2,Quality Issue
O002058,2023-04-23,2023-04-25,1,Machine Breakdown
O002059,2023-02-11,2023-02-16,0,Quality Issue
O002060,2023-02-09,2023-02-16,0,Machine Breakdown
O002061,2023-06-21,2023-06-24,3,Material Shortage
O002062,2023-02-05,2023-02-06,3,None
O002063,2023-07-04,2023-07-08,3,None
O002064,2023-02-11,2023-02-19,3,Material Shortage
O002065,2023-10-26,2023-11-03,1,Machine Breakdown
O002066,2023-10-13,2023-10-18,4,Quality Issue
O002067,2023-05-22,2023-06-01,0,Material Shortage
O002068,2023-10-30,2023-11-02,2,Material Shortage
O002069,2023-04-20,2023-04-29,2,None
O002070,2023-12-24,2023-12-25,2,Machine Breakdown
O002071,2023-04-06,2023-04-10,4,None
O002072,2023-06-05,2023-06-12,3,Material Shortage
O002073,2023-02-11,2023-02-12,3,Material Shortage
O002074,2023-04-29,2023-05-05,4,Machine Breakdown
O002075,2023-08-28,2023-09-03,3,Machine Breakdown
O002076,2023-10-04,2023-10-10,3,Material Shortage
O002077,2023-07-07,2023-07-15,3,None
O002078,2023-11-08,2023-11-16,4,Quality Issue
O002079,2023-12-02,2023-12-06,4,Quality Issue
O002080,2023-08-20,2023-08-29,1,Quality Issue
O002081,2023-11-08,2023-11-15,0,Material Shortage
O002082,2023-07-21,2023-07-28,2,None
O002083,2023-12-31,2024-01-02,0,Quality Issue
O002084,2023-10-23,2023-11-02,1,Machine Breakdown
O002085,2023-09-10,2023-09-12,4,Machine Breakdown
O002086,2023-09-13,2023-09-14,1,Material Shortage
O002087,2023-06-14,2023-06-23,2,Machine Breakdown
O002088,2023-10-26,2023-11-03,1,Material Shortage
O002089,2023-08-04,2023-08-11,2,Quality Issue
O002090,2023-04-25,2023-04-26,2,Machine Breakdown
O002091,2023-02-03,2023-02-07,2,Material Shortage
O002092,2023-08-22,2023-08-31,0,Quality Issue
O002093,2023-10-07,2023-10-13,3,Machine Breakdown
O002094,2023-05-08,2023-05-11,4,None
O002095,2023-02-21,2023-02-25,2,Quality Issue
O002096,2023-03-11,2023-03-12,2,Machine Breakdown
O002097,2023-10-06,2023-10-10,4,Machine Breakdown
O002098,2023-03-01,2023-03-04,3,Quality Issue
O002099,2023-09-21,2023-09-24,1,None
O002100,2023-05-09,2023-05-15,0,Quality Issue
O002101,2023-01-30,2023-02-07,1,Machine Breakdown
O002102,2023-03-23,2023-04-01,1,None
O002103,2023-07-30,2023-08-08,3,Machine Breakdown
O002104,2023-02-28,2023-03-01,0,Machine Breakdown
O002105,2023-12-06,2023-12-14,4,Machine Breakdown
O002106,2023-08-21,2023-08-23,4,Quality Issue
O002107,2023-03-23,2023-03-27,0,Machine Breakdown
O002108,2023-03-02,2023-03-04,0,None
O002109,2023-09-27,2023-10-01,1,Material Shortage
O002110,2023-02-01,2023-02-10,0,None
O002111,2023-09-30,2023-10-06,4,None
O002112,2023-04-19,2023-04-25,4,Quality Issue
O002113,2023-02-28,2023-03-01,2,Machine Breakdown
O002114,2023-03-26,2023-04-01,1,Quality Issue
O002115,2023-06-21,2023-06-26,2,None
O002116,2023-09-15,2023-09-17,1,Machine Breakdown
O002117,2023-10-02,2023-10-10,2,Material Shortage
O002118,2023-09-09,2023-09-15,1,Machine Breakdown
O002119,2023-05-25,2023-06-03,3,None
O002120,2023-09-07,2023-09-08,4,Machine Breakdown
O002121,2023-02-23,2023-02-24,1,Quality Issue
O002122,2023-09-02,2023-09-11,2,Material Shortage
O002123,2023-01-23,2023-01-30,4,Machine Breakdown
O002124,2023-11-16,2023-11-21,3,None
O002125,2023-11-16,2023-11-17,2,Quality Issue
O002126,2023-04-04,2023-04-12,2,Machine Breakdown
O002127,2023-03-21,2023-03-31,3,Quality Issue
O002128,2023-04-14,2023-04-15,1,Material Shortage
O002129,2023-07-31,2023-08-02,0,Material Shortage
O002130,2023-08-07,2023-08-15,4,Material Shortage
O002131,2023-12-07,2023-12-12,1,None
O002132,2023-06-23,2023-06-26,0,Material Shortage
O002133,2023-11-05,2023-11-09,3,Quality Issue
O002134,2023-11-07,2023-11-15,2,Machine Breakdown
O002135,2023-05-17,2023-05-24,1,Material Shortage
O002136,2023-07-31,2023-08-08,0,Quality Issue
O002137,2023-05-27,2023-05-29,4,Machine Breakdown
O002138,2023-05-26,2023-05-27,1,Machine Breakdown
O002139,2023-07-17,2023-07-24,3,None
O002140,2023-09-08,2023-09-16,2,Machine Breakdown
O002141,2023-12-23,2023-12-28,4,Material Shortage
O002142,2023-03-12,2023-03-22,0,None
O002143,2023-09-27,2023-09-29,3,Material Shortage
O002144,2023-03-15,2023-03-19,1,Material Shortage
O002145,2023-09-11,2023-09-17,0,None
O002146,2023-07-10,2023-07-15,3,None
O002147,2023-05-02,2023-05-06,0,Quality Issue
O002148,2023-11-22,2023-12-01,2,Machine Breakdown
O002149,2023-07-30,2023-08-08,0,Material Shortage
O002150,2023-05-21,2023-05-28,4,Material Shortage
O002151,2023-09-27,2023-10-03,1,Material Shortage
O002152,2023-10-27,2023-11-03,2,Machine Breakdown
O002153,2023-03-14,2023-03-19,4,Machine Breakdown
O002154,2023-05-20,2023-05-25,1,None
O002155,2023-07-27,2023-08-05,4,Material Shortage
O002156,2023-11-07,2023-11-15,3,Machine Breakdown
O002157,2023-08-10,2023-08-17,3,Material Shortage
O002158,2023-05-25,2023-06-01,2,None
O002159,2023-07-03,2023-07-11,3,None
O002160,2023-11-01,2023-11-09,3,None
O002161,2023-10-15,2023-10-17,3,Material Shortage
O002162,2023-12-22,2023-12-31,4,Material Shortage
O002163,2023-01-19,2023-01-26,1,None
O002164,2023-06-16,2023-06-21,3,Material Shortage
O002165,2023-09-12,2023-09-15,4,Material Shortage
O002166,2023-12-18,2023-12-28,0,None
O002167,2023-03-08,2023-03-13,1,Material Shortage
O002168,2023-02-09,2023-02-11,3,Machine Breakdown
O002169,2023-10-21,2023-10-26,2,Material Shortage
O002170,2023-07-16,2023-07-26,3,None
O002171,2023-10-01,2023-10-11,4,Quality Issue
O002172,2023-02-12,2023-02-20,3,Material Shortage
O002173,2023-07-12,2023-07-17,2,Machine Breakdown
O002174,2023-12-02,2023-12-07,4,Material Shortage
O002175,2023-01-05,2023-01-13,3,None
O002176,2023-05-09,2023-05-15,2,None
O002177,2023-12-12,2023-12-21,2,Machine Breakdown
O002178,2023-08-23,2023-08-25,4,Quality Issue
O002179,2023-08-22,2023-08-27,3,None
O002180,2023-09-20,2023-09-25,4,Quality Issue
O002181,2023-06-12,2023-06-21,1,None
O002182,2023-12-27,2023-12-29,0,Quality Issue
O002183,2023-02-21,2023-02-25,3,Machine Breakdown
O002184,2023-02-04,2023-02-12,0,Quality Issue
O002185,2023-10-18,2023-10-28,1,Material Shortage
O002186,2023-10-02,2023-10-09,3,Quality Issue
O002187,2024-01-03,2024-01-05,4,Material Shortage
O002188,2023-10-19,2023-10-29,0,None
O002189,2023-05-14,2023-05-20,4,Material Shortage
O002190,2023-03-03,2023-03-08,3,Machine Breakdown
O002191,2023-02-18,2023-02-24,2,Material Shortage
O002192,2023-10-11,2023-10-20,0,Material Shortage
O002193,2023-09-03,2023-09-13,4,None
O002194,2023-09-15,2023-09-22,0,Quality Issue
O002195,2023-11-29,2023-12-06,4,Quality Issue
O002196,2023-12-05,2023-12-12,0,Machine Breakdown
O002197,2023-07-02,2023-07-07,4,Machine Breakdown
O002198,2023-07-29,2023-07-30,4,Machine Breakdown
O002199,2023-05-22,2023-05-23,0,None
O002200,2023-04-30,2023-05-01,3,Quality Issue
O002201,2023-12-26,2023-12-29,4,Machine Breakdown
O002202,2023-10-24,2023-10-31,1,Material Shortage
O002203,2023-03-11,2023-03-17,3,Material Shortage
O002204,2023-10-25,2023-10-27,1,Material Shortage
O002205,2023-04-16,2023-04-20,2,Material Shortage
O002206,2023-07-02,2023-07-08,0,Machine Breakdown
O002207,2023-12-04,2023-12-07,0,None
O002208,2023-09-28,2023-10-06,2,Quality Issue
O002209,2023-09-15,2023-09-25,4,Material Shortage
O002210,2023-06-07,2023-06-09,4,None
O002211,2023-10-05,2023-10-09,3,Quality Issue
O002212,2023-07-25,2023-08-01,2,Machine Breakdown
O002213,2023-06-24,2023-06-28,0,None
O002214,2023-12-06,2023-12-11,4,Machine Breakdown
O002215,2023-12-09,2023-12-18,4,Machine Breakdown
O002216,2023-12-21,2023-12-26,2,Material Shortage
O002217,2023-12-20,2023-12-25,4,Machine Breakdown
O002218,2023-02-03,2023-02-11,4,Machine Breakdown
O002219,2023-01-28,2023-01-31,3,Quality Issue
O002220,2023-04-17,2023-04-21,3,Quality Issue
O002221,2023-10-29,2023-11-04,4,Machine Breakdown
O002222,2023-06-11,2023-06-19,2,None
O002223,2023-04-05,2023-04-08,2,Material Shortage
O002224,2023-08-29,2023-09-06,4,Material Shortage
O002225,2023-10-15,2023-10-19,0,Material Shortage
O002226,2023-05-24,2023-05-31,0,None
O002227,2023-12-20,2023-12-23,0,Machine Breakdown
O002228,2023-09-07,2023-09-14,3,Machine Breakdown
O002229,2023-11-27,2023-11-29,3,None
O002230,2023-11-03,2023-11-06,3,None
O002231,2023-12-05,2023-12-06,1,Material Shortage
O002232,2023-09-19,2023-09-28,4,Machine Breakdown
O002233,2023-11-17,2023-11-22,4,Machine Breakdown
O002234,2023-07-17,2023-07-19,4,Material Shortage
O002235,2023-05-27,2023-05-28,1,Quality Issue
O002236,2023-12-30,2024-01-04,4,None
O002237,2023-09-11,2023-09-18,3,Quality Issue
O002238,2023-02-16,2023-02-20,2,Quality Issue
O002239,2023-09-07,2023-09-11,3,None
O002240,2023-05-30,2023-06-07,4,Material Shortage
O002241,2023-06-25,2023-06-27,4,None
O002242,2023-06-27,2023-07-06,2,None
O002243,2023-07-05,2023-07-08,2,Machine Breakdown
O002244,2023-11-19,2023-11-29,0,None
O002245,2023-12-05,2023-12-15,0,None
O002246,2023-03-23,2023-04-02,0,Machine Breakdown
O002247,2023-09-27,2023-10-01,3,Machine Breakdown
O002248,2023-03-27,2023-03-28,2,Material Shortage
O002249,2023-12-07,2023-12-11,4,Material Shortage
O002250,2023-07-17,2023-07-18,2,Material Shortage
O002251,2023-07-19,2023-07-27,1,Quality Issue
O002252,2023-12-30,2024-01-06,2,None
O002253,2023-01-15,2023-01-18,4,Material Shortage
O002254,2023-09-10,2023-09-15,4,Quality Issue
O002255,2023-08-01,2023-08-02,4,None
O002256,2023-02-20,2023-02-26,0,Material Shortage
O002257,2023-07-13,2023-07-19,0,Material Shortage
O002258,2023-07-29,2023-08-07,0,Quality Issue
O002259,2023-11-12,2023-11-15,0,Machine Breakdown
O002260,2023-11-19,2023-11-29,0,Quality Issue
O002261,2023-09-13,2023-09-23,4,Quality Issue
O002262,2023-10-26,2023-10-31,4,Material Shortage
O002263,2023-12-31,2024-01-06,0,None
O002264,2023-07-26,2023-08-02,1,None
O002265,2023-04-24,2023-04-25,4,None
O002266,2023-06-15,2023-06-25,0,Material Shortage
O002267,2023-04-02,2023-04-06,0,Material Shortage
O002268,2023-07-07,2023-07-09,0,Material Shortage
O002269,2023-04-16,2023-04-25,0,Quality Issue
O002270,2023-06-03,2023-06-13,3,Machine Breakdown
O002271,2023-09-17,2023-09-20,3,Quality Issue
O002272,2023-12-09,2023-12-15,4,None
O002273,2023-12-25,2023-12-26,0,Machine Breakdown
O002274,2023-08-15,2023-08-20,1,Quality Issue
O002275,2023-12-15,2023-12-21,4,Quality Issue
O002276,2023-12-05,2023-12-12,0,Quality Issue
O002277,2023-07-30,2023-08-03,2,Machine Breakdown
O002278,2023-07-12,2023-07-17,1,None
O002279,2023-03-09,2023-03-10,2,Machine Breakdown
O002280,2023-11-23,2023-11-28,1,None
O002281,2023-12-18,2023-12-28,2,None
O002282,2023-01-08,2023-01-14,3,Material Shortage
O002283,2023-03-22,2023-03-28,2,Quality Issue
O002284,2023-08-27,2023-08-31,3,None
O002285,2023-11-08,2023-11-09,1,Machine Breakdown
O002286,2023-08-29,2023-09-03,2,Quality Issue
O002287,2023-12-17,2023-12-21,4,Machine Breakdown
O002288,2023-06-09,2023-06-19,4,None
O002289,2023-03-02,2023-03-08,2,Quality Issue
O002290,2023-08-10,2023-08-16,1,Machine Breakdown
O002291,2023-03-24,2023-03-25,4,Machine Breakdown
O002292,2023-09-03,2023-09-08,4,None
O002293,2023-03-04,2023-03-08,4,Material Shortage
O002294,2023-02-15,2023-02-19,1,Quality Issue
O002295,2023-09-14,2023-09-22,1,Quality Issue
O002296,2023-09-06,2023-09-16,1,Quality Issue
O002297,2023-03-18,2023-03-23,1,None
O002298,2023-12-12,2023-12-15,3,Quality Issue
O002299,2023-05-31,2023-06-08,1,Material Shortage
O002300,2023-11-07,2023-11-10,0,None
O002301,2023-06-08,2023-06-15,2,Machine Breakdown
O002302,2023-06-13,2023-06-17,2,Quality Issue
O002303,2023-06-08,2023-06-09,3,Machine Breakdown
O002304,2023-01-10,2023-01-11,1,Material Shortage
O002305,2023-03-12,2023-03-14,4,None
O002306,2023-07-19,2023-07-20,3,Quality Issue
O002307,2023-05-18,2023-05-24,0,Machine Breakdown
O002308,2023-07-13,2023-07-16,4,None
O002309,2023-01-13,2023-01-14,3,Machine Breakdown
O002310,2023-08-27,2023-09-05,0,Machine Breakdown
O002311,2023-01-07,2023-01-08,4,Quality Issue
O002312,2023-05-09,2023-05-10,1,Machine Breakdown
O002313,2023-10-19,2023-10-25,4,Machine Breakdown
O002314,2023-11-07,2023-11-08,4,Quality Issue
O002315,2023-05-05,2023-05-06,0,Machine Breakdown
O002316,2023-01-29,2023-02-05,0,Machine Breakdown
O002317,2023-02-24,2023-03-02,4,Quality Issue
O002318,2023-01-13,2023-01-22,0,Quality Issue
O002319,2023-11-29,2023-12-05,2,Quality Issue
O002320,2023-07-19,2023-07-26,3,Quality Issue
O002321,2023-05-20,2023-05-30,4,Machine Breakdown
O002322,2023-11-27,2023-12-01,1,None
O002323,2023-09-01,2023-09-10,4,Machine Breakdown
O002324,2023-09-17,2023-09-24,4,Material Shortage
O002325,2023-04-02,2023-04-09,4,None
O002326,2023-09-08,2023-09-16,3,None
O002327,2023-08-12,2023-08-13,0,None
O002328,2023-02-16,2023-02-22,2,Quality Issue
O002329,2023-06-26,2023-07-02,1,Machine Breakdown
O002330,2023-05-21,2023-05-29,3,None
O002331,2023-01-04,2023-01-10,1,Machine Breakdown
O002332,2023-12-01,2023-12-06,0,Material Shortage
O002333,2023-04-09,2023-04-17,0,Quality Issue
O002334,2023-12-22,2023-12-28,1,Material Shortage
O002335,2023-08-13,2023-08-16,2,Quality Issue
O002336,2023-06-27,2023-06-29,3,Quality Issue
O002337,2023-08-25,2023-08-28,0,Machine Breakdown
O002338,2023-12-13,2023-12-14,3,None
O002339,2023-09-03,2023-09-12,2,Quality Issue
O002340,2023-10-06,2023-10-11,3,Material Shortage
O002341,2023-11-28,2023-12-07,2,Machine Breakdown
O002342,2023-08-23,2023-08-28,3,Machine Breakdown
O002343,2023-10-02,2023-10-07,3,Material Shortage
O002344,2023-05-19,2023-05-27,2,Quality Issue
O002345,2023-09-07,2023-09-13,4,Quality Issue
O002346,2023-03-22,2023-03-26,3,None
O002347,2023-12-31,2024-01-06,3,Material Shortage
O002348,2023-04-05,2023-04-06,4,Machine Breakdown
O002349,2023-04-16,2023-04-25,3,Quality Issue
O002350,2023-01-29,2023-02-05,1,Quality Issue
O002351,2023-02-19,2023-02-24,2,None
O002352,2023-03-07,2023-03-09,1,Material Shortage
O002353,2023-06-10,2023-06-16,3,None
O002354,2023-03-11,2023-03-19,4,Quality Issue
O002355,2023-02-12,2023-02-20,3,Machine Breakdown
O002356,2023-09-19,2023-09-29,0,Machine Breakdown
O002357,2023-08-05,2023-08-10,0,Material Shortage
O002358,2023-12-22,2023-12-28,4,Quality Issue
O002359,2023-08-10,2023-08-12,0,Machine Breakdown
O002360,2023-12-21,2023-12-30,2,Material Shortage
O002361,2023-01-18,2023-01-24,2,Material Shortage
O002362,2023-01-25,2023-01-29,1,Quality Issue
O002363,2023-10-15,2023-10-16,2,None
O002364,2023-11-26,2023-11-30,2,None
O002365,2023-01-13,2023-01-20,0,Machine Breakdown
O002366,2023-03-08,2023-03-16,1,Quality Issue
O002367,2023-03-14,2023-03-15,1,Quality Issue
O002368,2023-12-23,2023-12-28,1,Quality Issue
O002369,2023-03-10,2023-03-20,4,Material Shortage
O002370,2023-12-19,2023-12-22,3,Material Shortage
O002371,2023-12-22,2023-12-30,1,Material Shortage
O002372,2023-03-25,2023-03-30,4,Machine Breakdown
O002373,2023-12-27,2023-12-31,0,Quality Issue
O002374,2023-11-10,2023-11-11,3,None
O002375,2023-12-29,2024-01-06,2,None
O002376,2023-07-04,2023-07-14,1,None
O002377,2023-06-19,2023-06-27,0,Quality Issue
O002378,2023-08-03,2023-08-10,3,Machine Breakdown
O002379,2023-09-09,2023-09-17,2,Machine Breakdown
O002380,2023-12-12,2023-12-21,4,Material Shortage
O002381,2023-11-30,2023-12-03,1,None
O002382,2023-06-11,2023-06-13,0,None
O002383,2023-06-07,2023-06-16,3,Machine Breakdown
O002384,2023-06-13,2023-06-17,1,Quality Issue
O002385,2023-10-06,2023-10-14,4,None
O002386,2023-06-24,2023-06-26,3,Machine Breakdown
O002387,2023-03-02,2023-03-09,4,None
O002388,2023-01-18,2023-01-21,1,Material Shortage
O002389,2023-12-18,2023-12-25,4,Machine Breakdown
O002390,2024-01-03,2024-01-10,4,Machine Breakdown
O002391,2023-02-24,2023-03-06,4,Machine Breakdown
O002392,2023-11-18,2023-11-24,0,Material Shortage
O002393,2023-08-24,2023-08-25,0,None
O002394,2023-01-22,2023-01-30,1,Machine Breakdown
O002395,2023-01-19,2023-01-21,4,None
O002396,2023-12-17,2023-12-23,4,Quality Issue
O002397,2023-04-01,2023-04-03,4,Quality Issue
O002398,2023-04-04,2023-04-12,0,Material Shortage
O002399,2023-03-06,2023-03-13,4,None
O002400,2023-03-11,2023-03-19,4,Material Shortage
O002401,2023-06-18,2023-06-26,2,Quality Issue
O002402,2023-07-11,2023-07-17,0,None
O002403,2023-10-15,2023-10-16,0,Material Shortage
O002404,2023-04-08,2023-04-12,0,Material Shortage
O002405,2023-10-18,2023-10-23,0,Machine Breakdown
O002406,2023-03-12,2023-03-13,1,Machine Breakdown
O002407,2023-07-14,2023-07-24,4,None
O002408,2023-09-03,2023-09-12,1,Machine Breakdown
O002409,2023-12-31,2024-01-02,0,Material Shortage
O002410,2023-06-13,2023-06-18,3,None
O002411,2023-08-29,2023-09-06,3,Quality Issue
O002412,2023-08-16,2023-08-23,1,None
O002413,2023-05-03,2023-05-07,4,None
O002414,2023-09-02,2023-09-07,1,Machine Breakdown
O002415,2023-09-11,2023-09-14,1,None
O002416,2023-06-10,2023-06-14,1,None
O002417,2023-07-26,2023-08-05,4,Material Shortage
O002418,2023-12-21,2023-12-24,4,None
O002419,2023-05-31,2023-06-06,3,Quality Issue
O002420,2023-05-01,2023-05-02,2,Material Shortage
O002421,2023-11-07,2023-11-08,0,Material Shortage
O002422,2023-01-24,2023-01-25,1,Quality Issue
O002423,2023-11-26,2023-12-03,3,Material Shortage
O002424,2023-01-18,2023-01-28,2,Material Shortage
O002425,2023-11-08,2023-11-10,4,Quality Issue
O002426,2023-11-13,2023-11-18,2,Quality Issue
O002427,2023-10-20,2023-10-26,3,Quality Issue
O002428,2023-12-03,2023-12-07,4,Machine Breakdown
O002429,2023-11-03,2023-11-07,0,Material Shortage
O002430,2023-09-11,2023-09-17,3,None
O002431,2023-06-11,2023-06-20,0,Material Shortage
O002432,2023-06-08,2023-06-15,0,Material Shortage
O002433,2023-12-13,2023-12-14,1,Quality Issue
O002434,2023-08-01,2023-08-11,3,Material Shortage
O002435,2023-11-15,2023-11-17,4,Machine Breakdown
O002436,2023-06-11,2023-06-20,0,Material Shortage
O002437,2023-03-20,2023-03-30,3,Material Shortage
O002438,2023-05-02,2023-05-06,2,None
O002439,2023-05-11,2023-05-14,0,Quality Issue
O002440,2023-10-11,2023-10-12,4,None
O002441,2023-03-02,2023-03-08,2,None
O002442,2023-01-18,2023-01-20,2,Machine Breakdown
O002443,2023-12-22,2023-12-26,4,Quality Issue
O002444,2023-12-13,2023-12-23,2,Machine Breakdown
O002445,2023-11-15,2023-11-25,1,Quality Issue
O002446,2023-09-20,2023-09-27,4,None
O002447,2023-11-12,2023-11-16,1,Material Shortage
O002448,2023-08-10,2023-08-14,2,Machine Breakdown
O002449,2023-12-05,2023-12-06,3,Quality Issue
O002450,2023-06-10,2023-06-20,2,None
O002451,2023-07-13,2023-07-22,0,Material Shortage
O002452,2023-10-10,2023-10-13,1,Material Shortage
O002453,2023-04-08,2023-04-16,1,Machine Breakdown
O002454,2023-03-19,2023-03-28,3,None
O002455,2023-03-24,2023-04-02,1,Quality Issue
O002456,2023-05-22,2023-06-01,2,Machine Breakdown
O002457,2023-09-16,2023-09-18,3,Material Shortage
